diagram_prefix,section_slug,section_name,diagram_codes,diagram_names,image_paths,source_section,source_diagram,oem_number,part_name,quantity,production_period,applies_for_models,notes,group_code,engine_tokens,interchange_signal,confidence_gate,required_verification,shared_engine_candidate,donor_engine_tokens,shared_confidence_statement,shared_required_verification
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13227AA050,SEAT-VALVE SPRING,16,02.1997 - 11.1998,,EJ25D,13227,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13211AA050,SEAL-EXHAUST VALVE,08,02.1997 - 11.1998,,EJ25D,13211,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13217AA140,SPRING-VALVE ENGINE,16,02.1997 - 11.1998,,EJ25D,13217,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13209AA071,RETAINER-VALVE SPRING,16,02.1997 - 11.1998,,EJ25D,13209,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13210AA020,COLLET-VALVE,32,02.1997 - 11.1998,,EJ25D,13210,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13228AA060,LIFTER-VALVE,16,02.1997 - 11.1998,,EJ25D,13228,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC080,SHIM-VALVE,*,02.1997 - 11.1998,T=1.92,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC680,SHIM-VALVE,*,02.1997 - 11.1998,T=2.74,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC760,SHIM-VALVE,*,02.1997 - 11.1998,T=2.90,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC750,SHIM-VALVE,*,02.1997 - 11.1998,T=2.88,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC740,SHIM-VALVE,*,02.1997 - 11.1998,T=2.86,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC730,SHIM-VALVE,*,02.1997 - 11.1998,T=2.84,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC720,SHIM-VALVE,*,02.1997 - 11.1998,T=2.82,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC710,SHIM-VALVE,*,02.1997 - 11.1998,T=2.80,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC700,SHIM-VALVE,*,02.1997 - 11.1998,T=2.78,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC690,SHIM-VALVE,*,02.1997 - 11.1998,T=2.76,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC670,SHIM-VALVE,*,02.1997 - 11.1998,T=2.72,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC780,SHIM-VALVE,*,02.1997 - 11.1998,T=2.94,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC660,SHIM-VALVE,*,02.1997 - 11.1998,T=2.70,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC650,SHIM-VALVE,*,02.1997 - 11.1998,T=2.69,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC640,SHIM-VALVE,*,02.1997 - 11.1998,T=2.68,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC630,SHIM-VALVE,*,02.1997 - 11.1998,T=2.67,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC620,SHIM-VALVE,*,02.1997 - 11.1998,T=2.66,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC610,SHIM-VALVE,*,02.1997 - 11.1998,T=2.65,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC600,SHIM-VALVE,*,02.1997 - 11.1998,T=2.64,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC590,SHIM-VALVE,*,02.1997 - 11.1998,T=2.63,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC580,SHIM-VALVE,*,02.1997 - 11.1998,T=2.62,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC770,SHIM-VALVE,*,02.1997 - 11.1998,T=2.92,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC790,SHIM-VALVE,*,02.1997 - 11.1998,T=2.96,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC560,SHIM-VALVE,*,02.1997 - 11.1998,T=2.60,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE020,SHIM-VALVE,*,02.1997 - 11.1998,T=2.27,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC060,SHIM-VALVE,16,02.1997 - 11.1998,T=1.88,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE100,SHIM-VALVE,*,02.1997 - 11.1998,T=2.81,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE090,SHIM-VALVE,*,02.1997 - 11.1998,T=2.79,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE080,SHIM-VALVE,*,02.1997 - 11.1998,T=2.77,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE070,SHIM-VALVE,*,02.1997 - 11.1998,T=2.75,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE060,SHIM-VALVE,*,02.1997 - 11.1998,T=2.73,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE050,SHIM-VALVE,*,02.1997 - 11.1998,T=2.71,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE040,SHIM-VALVE,*,02.1997 - 11.1998,T=2.31,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE030,SHIM-VALVE,*,02.1997 - 11.1998,T=2.29,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE010,SHIM-VALVE,*,02.1997 - 11.1998,T=2.25,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC800,SHIM-VALVE,*,02.1997 - 11.1998,T=2.98,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AE000,SHIM-VALVE,*,02.1997 - 11.1998,T=2.23,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC880,SHIM-VALVE,*,02.1997 - 11.1998,T=3.14,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC870,SHIM-VALVE,*,02.1997 - 11.1998,T=3.12,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC860,SHIM-VALVE,*,02.1997 - 11.1998,T=3.10,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC850,SHIM-VALVE,*,02.1997 - 11.1998,T=3.08,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC840,SHIM-VALVE,*,02.1997 - 11.1998,T=3.06,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC830,SHIM-VALVE,*,02.1997 - 11.1998,T=3.04,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC820,SHIM-VALVE,*,02.1997 - 11.1998,T=3.02,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC810,SHIM-VALVE,*,02.1997 - 11.1998,T=3.00,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC570,SHIM-VALVE,*,02.1997 - 11.1998,T=2.61,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC550,SHIM-VALVE,*,02.1997 - 11.1998,T=2.59,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC090,SHIM-VALVE,*,02.1997 - 11.1998,T=1.94,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC200,SHIM-VALVE,*,02.1997 - 11.1998,T=2.16,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC290,SHIM-VALVE,*,02.1997 - 11.1998,T=2.33,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC280,SHIM-VALVE,*,02.1997 - 11.1998,T=2.32,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC270,SHIM-VALVE,*,02.1997 - 11.1998,T=2.30,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC260,SHIM-VALVE,*,02.1997 - 11.1998,T=2.28,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
012,engine-main,Engine Main,012_02,VALVE MECHANISM,/diagrams/01_ENGINE_MAIN/B11_012_02_LH_2_LR.gif,Engine Main,VALVE MECHANISM,13218AC250,SHIM-VALVE,*,02.1997 - 11.1998,T=2.26,EJ25D,13218,EJ25D,non_ej20e_reference_only,Below 95% for this car unless separate evidence proves the same OEM number also applies to BG5/EJ20E.,"Do not buy for the BG5P without an exact EJ20E/BG5 application, supersession, or stamped-number match.",,,,
