diagram_prefix,section_slug,section_name,diagram_codes,diagram_names,image_paths,source_section,source_diagram,oem_number,part_name,quantity,production_period,applies_for_models,notes,group_code,engine_tokens,interchange_signal,confidence_gate,required_verification,shared_engine_candidate,donor_engine_tokens,shared_confidence_statement,shared_required_verification
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,045005100,TAPPING SCREW-TRUSS HEAD,,,,,045005100,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20540AA030,BOLT COMPLETE-FRONT CROSS MEMBER,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.25,20578A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20206AA000,WASHER-TRANSVERSE LINK REAR BUSHING,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20280,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20202AA010,STOPPER-TRANSVERSE LINK REAR BUSHING RR,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20205A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,902350006,SELF LOCKING NUT,06,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),N350006,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20207AA000,NUT-SELF LOCK,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20238,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20201FA070,BUSHING-TRANSVERSE LINK REAR RIGHT,01,02.1997 - 11.1998,,S.25 +W.25,20204A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20201FA080,"BUSHING-TRANSVERSE LINK REAR,LEFT",01,02.1997 - 11.1998,,S.25 +W.25,20204B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,032110000,SPRING WASHER,,,,,032110000,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20202AA000,STOPPER-TRANSVERSE REAR BUSHING FRONT,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20205,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20510AC100,DYNAMIC DAMPER-FRONT SUSPENSION,01,02.1997 - 11.1998,,S.25.MT +W.(25+OBK).MT,20500,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20540FA010,BOLT C-TRANSVERSE LINK,04,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20578C,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,015610452,BOLT,,,,,015610452,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20510AC000,PLATE-JACK UP,01,02.1997 - 11.1998,,S.25.MT +W.(25+OBK).MT,20510,,drivetrain_option_specific,"Can reach 95%+ only after matching transmission code, AWD/final-drive data, and OEM number.","Confirm transmission code, rear diff ratio, prop shaft length, axle spline/count, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,21067GA050,BALL JOINT COMPLETE,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20206,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20200AA200,TRANSVERSE LINK ASSEMBLY-RIGHT,01,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20200,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20540AA120,FLANGE BOLT,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20578G,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20540AC080,BOLT B-TRANSVERSE LINK,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20578B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20200AA210,TRANSVERSE LINK ASSEMBLY-LEFT,01,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20200A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20201AA000,"BUSHING-TRANSVERSE LINK,INNER",02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20204,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,023212010,CASTLE NUT,,,,,023212010,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,010008200,FLANGE BOLT-PILOT,,,,,010008200,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,051030250,COTTER PIN,,,,,051030250,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20410AC030,STABILIZER-FRONT,01,02.1997 - 11.1998,STABILIZER(D=20),S.25 +W.(25+OBK),20401,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,023508000,SELF LOCKING NUT,,,,,023508000,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20403AA000,WASHER-FRONT STABILIZER,02,02.1997 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20487,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20401AC011,BUSHING-STABILIZER,02,02.1997 - 11.1998,FOR STABILIZER(D=20),S.25 +W.(25+OBK),20414,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,023510000,SELF LOCKING NUT,,,,,023510000,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20420AA003,LINK ASSEMBLY-FRONT STABILIZER,02,02.1997 - 04.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20420,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20420AA004,LINK ASSEMBLY-FRONT STABILIZER,02,05.1998 - 11.1998,,S.2W +S.25 +W.2W +W.LX.A/S +W.(25+OBK),20420,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,20402AC000,CLAMP-STABILIZER BUSHING,02,02.1997 - 11.1998,,S.25 +W.(25+OBK),20416,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,016710603,BOLT,,,,,016710603,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
200,suspension-axle-brake,Suspension Axle Brake,200_01,FRONT SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_200_01_LH_2_LR.gif,Suspension Axle Brake,FRONT SUSPENSION,012308250,BOLT AND WASHER ASSEMBLY,,,,,012308250,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,012308250,BOLT AND WASHER ASSEMBLY,,,,,012308250,,common_or_unspecified_bg_chassis_part,Can reach 95%+ only when the donor has the same OEM number or a verified Subaru supersession.,"Confirm same BG wagon body style, LHD/RHD where relevant, side, color/trim, and OEM number.",,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20151AC002,CROSS MEMBER COMPLETE-REAR SUSPENSION,01,02.1997 - 11.1998,,S.25,20151,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20520AA011,"BRACKET-STABILIZER,LEFT",01,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.25,20540C,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20520AA001,"BRACKET-STABILIZER,RIGHT",01,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.25,20540B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20174AA010,BUSH-REAR CROSS MENBER,04,02.1997 - 11.1998,,S.25 +W.25.N/S,20174,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20450AA080,STABILIZER-REAR,01,02.1997 - 11.1998,STABILIZER(D=16),S.25 +W.25.N/S,20451,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20560AA011,WASHER-TOE ADJUST,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20584C,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,901000110,FLANGE BOLT,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),M00011,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20540AA111,BOLT CAM-REAR,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20578,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,901060002,F.T.BOLT,08,02.1997 - 11.1998,,S.25,M060002,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20180AC100,REINFORCEMENT-CROSS MEMBER,02,02.1997 - 11.1998,,S.25,20185,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20175AA010,STOPPER-REAR CROSS MEMBER,04,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20176,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20560AA030,WASHER-LATERAL LINK,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20584A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20481AA001,"LINK ASSEMBLY-STABILIZER,REAR",02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20470,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20530AA020,CAP-LATERAL LINK,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20521,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,901250054,BOLT & WASHER ASSEMBLY,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),M250054,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,21047GA811,BUSHING-STABILIZER,02,02.1997 - 11.1998,FOR STABILIZER(D=16),S.25 +W.25.N/S,20414,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,901000109,FLANGE BOLT,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),M000109,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20402AA000,"CLAMP-STABILIZER BUSHING,REAR",02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20466,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20560AA000,WASHER CAM-REAR,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20584B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20520AA030,"BRACKET-TRAILING ARM,RIGHT",01,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.25,20540,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20520AA040,"BRACKET-TRAILING ARM,LEFT",01,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.25,20540A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20251AA021,BUSHING C-LATERAL LINK,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20254B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20271AA010,"BUSHING-TRAILING LINK,REAR",02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20254F,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20255AA300,"LATERAL LINK ASSEMBLY-REAR,RIGHT",01,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20250A,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20540AA000,"BOLT-LATERAL LINK,OUTER",02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20578D,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20540AA080,BOLT B-TRANSVERSE LINK,02,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20578B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
201,suspension-axle-brake,Suspension Axle Brake,201_02,REAR SUSPENSION,/diagrams/06_SUSPENSION_AXLE_BRAKE/B11_201_02_LH_2_LR.gif,Suspension Axle Brake,REAR SUSPENSION,20255AA310,"LATERAL LINK ASSEMBLY-REAR,LEFT",01,02.1997 - 11.1998,,S.25 +W.LX.A/S +W.(25+0BK),20250B,,requires_option_confirmation,Below 95% until the option code and donor vehicle evidence are resolved.,Confirm all application notes before buying.,,,,
